,main_position,player_id,player_name,team,team_id,minutes_played,interceptions_per90,ball_recoveries_per90,pressures_per90,chances_created_per90,pass_completion_rate,progressive_passes_per90,duels_won_per90,fouls_committed_per90,goals_scored_per90,goal_assists_per90,duel_success_rate
1301,Center Defensive Midfield,16308,Leandro Daniel Paredes,Empoli,290,2720,28.370786516853936,84.8314606741573,34.26966292134831,86.51685393258427,46.06741573033708,86.51685393258427,31.741573033707866,44.9438202247191,64.32584269662921,39.60674157303371,2.8089887640449436
1302,Right Defensive Midfield,16453,Gary Alexis Medel Soto,Inter Milan,238,2631,18.53932584269663,53.08988764044944,36.51685393258427,30.337078651685395,93.82022471910112,58.98876404494382,23.876404494382022,4.49438202247191,45.78651685393258,39.60674157303371,35.95505617977528
1303,Center Defensive Midfield,16586,Fernando Lucas Martins,Sampdoria,234,3178,81.74157303370787,75.28089887640449,43.53932584269663,89.8876404494382,64.04494382022472,73.59550561797754,34.831460674157306,68.82022471910112,86.79775280898876,56.17977528089888,25.280898876404496
1315,Center Defensive Midfield,20169,Seydou Kéita,AS Roma,229,1495,28.370786516853936,13.48314606741573,15.168539325842698,16.573033707865168,84.8314606741573,40.44943820224719,11.51685393258427,94.3820224719101,64.32584269662921,15.730337078651685,69.10112359550563
1320,Right Defensive Midfield,20636,Mirko Gori,Frosinone,291,2432,37.07865168539326,92.13483146067416,97.75280898876404,30.337078651685395,4.49438202247191,30.337078651685395,80.0561797752809,89.32584269662921,19.382022471910112,15.730337078651685,25.842696629213485
1329,Left Defensive Midfield,23349,Paolo Sammarco,Frosinone,291,2331,32.02247191011236,21.910112359550563,65.73033707865169,58.98876404494382,12.359550561797752,41.57303370786517,37.359550561797754,16.853932584269664,94.66292134831461,39.60674157303371,31.46067415730337
1338,Center Defensive Midfield,25345,Anderson Hernanes de Carvalho Andrade,Juventus,224,928,58.70786516853933,66.01123595505618,8.426966292134832,84.26966292134831,91.01123595505618,56.46067415730337,33.146067415730336,93.25842696629213,83.14606741573034,78.65168539325843,64.04494382022472
1339,Center Defensive Midfield,25430,Felipe Melo de Carvalho,Inter Milan,238,1966,49.43820224719101,16.01123595505618,17.97752808988764,26.40449438202247,81.46067415730337,53.37078651685393,53.93258426966292,50.56179775280899,54.21348314606742,49.43820224719101,11.797752808988763
1342,Center Defensive Midfield,25954,Enzo Maresca,Palermo,2256,935,9.831460674157304,94.3820224719101,16.292134831460675,65.73033707865169,58.42696629213483,94.3820224719101,80.0561797752809,12.640449438202248,83.14606741573034,15.730337078651685,92.69662921348315
1348,Left Defensive Midfield,26728,Alberto Facundo Costa,Fiorentina,239,1406,12.07865168539326,78.65168539325843,41.57303370786517,79.49438202247191,32.58426966292135,92.69662921348315,1.6853932584269662,53.37078651685393,19.382022471910112,15.730337078651685,44.10112359550562
1359,Center Defensive Midfield,30704,Gastón Brugman,Palermo,2256,931,58.70786516853933,98.87640449438202,96.06741573033707,87.35955056179775,50.56179775280899,82.02247191011236,51.40449438202247,75.28089887640449,19.382022471910112,78.65168539325843,17.134831460674157
1360,Center Defensive Midfield,30735,Mato Jajalo,Palermo,2256,2237,47.752808988764045,91.57303370786516,66.29213483146067,55.0561797752809,44.662921348314605,35.39325842696629,25.280898876404496,61.51685393258427,19.382022471910112,15.730337078651685,14.04494382022472
1369,Left Defensive Midfield,30911,Robert Gucher,Frosinone,291,1398,64.60674157303372,48.59550561797753,52.24719101123596,85.95505617977528,3.3707865168539324,66.85393258426966,85.67415730337079,14.04494382022472,19.382022471910112,15.730337078651685,94.3820224719101
1378,Left Defensive Midfield,31572,Luca Marrone,Hellas Verona,226,1785,10.955056179775282,45.50561797752809,50.0,83.14606741573034,33.70786516853933,46.348314606741575,26.685393258426966,37.640449438202246,59.269662921348306,90.73033707865169,89.60674157303372
1383,Center Defensive Midfield,32119,Leandro Greco,Hellas Verona,226,2061,24.43820224719101,30.89887640449438,69.10112359550563,66.85393258426966,62.35955056179775,39.325842696629216,37.359550561797754,64.32584269662921,54.21348314606742,15.730337078651685,19.101123595505616
1388,Right Defensive Midfield,33311,Ogenyi Eddy Onazi,Lazio,236,1310,45.78651685393258,62.64044943820225,82.02247191011236,53.65168539325843,50.0,44.38202247191011,28.932584269662918,16.292134831460675,64.32584269662921,62.92134831460674,59.55056179775281
1415,Center Defensive Midfield,40351,Alessandro Gazzi,Torino,241,1039,97.75280898876404,16.853932584269664,3.3707865168539324,65.73033707865169,73.59550561797754,21.910112359550563,4.213483146067416,92.41573033707866,19.382022471910112,15.730337078651685,78.93258426966293
1416,Center Defensive Midfield,40367,Francesco Lodi,Udinese,230,1871,12.921348314606742,51.40449438202247,32.02247191011236,89.32584269662921,21.34831460674157,98.87640449438202,1.1235955056179776,6.179775280898876,54.21348314606742,49.43820224719101,95.50561797752809
1422,Center Defensive Midfield,40430,Giuseppe Vives,Torino,241,2624,62.07865168539326,74.15730337078652,83.70786516853933,48.59550561797753,64.60674157303372,34.831460674157306,89.8876404494382,61.51685393258427,45.78651685393258,39.60674157303371,62.35955056179775
1439,Left Defensive Midfield,352172,Raffaele Bianco,Carpi,1683,1975,49.43820224719101,89.60674157303372,91.57303370786516,55.0561797752809,15.168539325842698,37.359550561797754,41.01123595505618,77.80898876404494,54.21348314606742,78.65168539325843,38.48314606741573
1479,Left Defensive Midfield,3500,Granit Xhaka,Borussia Mönchengladbach,185,2580,32.02247191011236,55.89887640449438,18.53932584269663,45.78651685393258,78.37078651685393,94.9438202247191,50.56179775280899,91.57303370786516,85.39325842696628,15.730337078651685,30.89887640449438
1483,Left Defensive Midfield,3545,Luiz Gustavo Dias,Wolfsburg,179,2028,16.573033707865168,28.651685393258425,30.337078651685395,17.696629213483146,90.4494382022472,12.921348314606742,17.696629213483146,53.93258426966292,54.21348314606742,49.43820224719101,12.640449438202248
1484,Left Defensive Midfield,3570,Pierre-Emile Højbjerg,Schalke 04,181,1197,81.74157303370787,88.48314606741573,78.08988764044943,38.764044943820224,86.51685393258427,49.157303370786515,49.43820224719101,97.19101123595506,19.382022471910112,68.82022471910112,23.876404494382022
1518,Right Defensive Midfield,5624,Albin Ekdal,Hamburger SV,171,1303,58.70786516853933,12.359550561797752,20.786516853932586,19.662921348314608,33.146067415730336,37.359550561797754,8.707865168539326,67.97752808988764,19.382022471910112,15.730337078651685,42.69662921348314
1522,Left Defensive Midfield,5664,Salif Sané,Hannover 96,178,2770,24.43820224719101,68.53932584269663,19.382022471910112,15.730337078651685,22.47191011235955,78.08988764044943,52.80898876404494,44.9438202247191,64.32584269662921,15.730337078651685,51.12359550561798
1531,Right Defensive Midfield,6039,Sebastian Rudy,Hoffenheim,175,2039,16.573033707865168,23.03370786516854,74.71910112359551,67.97752808988764,17.97752808988764,47.19101123595505,58.42696629213483,88.20224719101124,77.24719101123596,49.43820224719101,59.55056179775281
1537,Left Defensive Midfield,6324,Leon Goretzka,Schalke 04,181,2126,54.7752808988764,60.67415730337079,75.84269662921348,77.52808988764045,58.98876404494382,2.247191011235955,60.67415730337079,21.629213483146067,54.21348314606742,85.95505617977528,23.876404494382022
1541,Right Defensive Midfield,6717,Johannes Geis,Schalke 04,181,2498,2.8089887640449436,10.393258426966293,22.191011235955056,96.62921348314607,26.96629213483146,89.32584269662921,16.292134831460675,47.752808988764045,70.50561797752809,95.50561797752809,17.134831460674157
1550,Right Defensive Midfield,8207,Dominik Kohr,Augsburg,172,2780,54.7752808988764,1.1235955056179776,67.41573033707866,8.146067415730338,23.03370786516854,26.40449438202247,67.13483146067416,88.76404494382022,19.382022471910112,62.92134831460674,90.4494382022472
1562,Left Defensive Midfield,8222,Kevin Kampl,Bayer Leverkusen,904,1769,58.70786516853933,96.62921348314607,58.98876404494382,65.73033707865169,44.662921348314605,74.71910112359551,27.808988764044944,48.87640449438202,94.66292134831461,81.46067415730337,93.82022471910112
1566,Right Defensive Midfield,8230,Josuha Guilavogui,Wolfsburg,179,2401,60.67415730337079,35.39325842696629,53.93258426966292,52.52808988764045,89.8876404494382,45.50561797752809,62.07865168539326,81.74157303370787,70.50561797752809,15.730337078651685,65.1685393258427
1567,Left Defensive Midfield,8231,Yannick Gerhardt,FC Köln,186,2040,38.48314606741573,37.07865168539326,89.32584269662921,75.0,34.831460674157306,7.303370786516854,47.752808988764045,22.752808988764045,77.24719101123596,94.10112359550563,35.1123595505618
1569,Left Defensive Midfield,8233,Gonzalo Castro Randon,Borussia Dortmund,180,1461,5.056179775280898,17.696629213483146,46.06741573033708,92.69662921348315,57.58426966292135,53.93258426966292,28.932584269662918,3.089887640449438,98.03370786516854,100.0,49.43820224719101
1570,Left Defensive Midfield,8235,Maximilian Arnold,Wolfsburg,179,2036,16.573033707865168,35.95505617977528,61.23595505617978,96.06741573033707,73.03370786516854,58.14606741573034,10.112359550561797,80.89887640449437,90.1685393258427,73.59550561797754,15.730337078651685
1572,Right Defensive Midfield,8238,Mahmoud Dahoud,Borussia Mönchengladbach,185,2488,16.573033707865168,43.82022471910113,69.66292134831461,79.49438202247191,68.53932584269663,17.415730337078653,42.69662921348314,77.80898876404494,98.03370786516854,97.75280898876404,48.31460674157304
1590,Left Defensive Midfield,8317,Daniel Baier,Augsburg,172,2594,49.43820224719101,46.62921348314607,5.056179775280898,91.01123595505618,11.797752808988763,87.07865168539325,10.112359550561797,10.112359550561797,45.78651685393258,62.92134831460674,21.34831460674157
1595,Right Defensive Midfield,8323,Gideon Jung,Hamburger SV,171,1208,6.741573033707865,55.89887640449438,71.34831460674157,8.146067415730338,25.280898876404496,2.8089887640449436,19.101123595505616,56.17977528089888,19.382022471910112,15.730337078651685,66.01123595505618
1599,Left Defensive Midfield,8388,Jérôme Gondorf,Darmstadt 98,872,3061,33.98876404494382,53.08988764044944,92.13483146067416,33.98876404494382,1.1235955056179776,18.258426966292134,33.146067415730336,51.96629213483146,77.24719101123596,83.42696629213484,10.112359550561797
1601,Center Defensive Midfield,8390,Philipp Bargfrede,Werder Bremen,176,1303,32.02247191011236,51.40449438202247,51.68539325842697,26.40449438202247,8.426966292134832,42.97752808988764,84.8314606741573,54.7752808988764,19.382022471910112,62.92134831460674,85.39325842696628
1607,Left Defensive Midfield,8397,Kevin Vogt,FC Köln,186,1575,3.3707865168539324,14.606741573033707,79.21348314606742,56.46067415730337,45.50561797752809,76.96629213483146,11.51685393258427,33.146067415730336,19.382022471910112,83.42696629213484,59.55056179775281
1611,Left Defensive Midfield,8404,Eugen Polanski,Hoffenheim,175,1859,40.168539325842694,48.59550561797753,94.9438202247191,62.35955056179775,24.15730337078652,61.23595505617978,46.348314606741575,67.13483146067416,54.21348314606742,89.32584269662921,5.056179775280898
1622,Left Defensive Midfield,8539,Danny Latza,FSV Mainz 05,177,1855,18.53932584269663,67.97752808988764,96.62921348314607,87.35955056179775,43.258426966292134,58.14606741573034,82.30337078651685,90.73033707865169,19.382022471910112,78.65168539325843,82.02247191011236
1625,Right Defensive Midfield,8543,Manuel Schmiedebach,Hannover 96,178,2031,38.48314606741573,70.50561797752809,84.5505617977528,64.04494382022472,10.112359550561797,63.48314606741573,42.69662921348314,66.01123595505618,54.21348314606742,49.43820224719101,54.49438202247191
1634,Right Defensive Midfield,8556,Pirmin Schwegler,Hoffenheim,175,1491,22.191011235955056,6.179775280898876,45.2247191011236,41.29213483146067,46.62921348314607,32.58426966292135,53.37078651685393,71.34831460674157,19.382022471910112,15.730337078651685,12.640449438202248
1639,Left Defensive Midfield,8561,Fabian Frei,FSV Mainz 05,177,1013,42.41573033707865,20.224719101123593,48.87640449438202,60.95505617977528,20.786516853932586,23.03370786516854,14.325842696629213,59.8314606741573,19.382022471910112,94.10112359550563,21.34831460674157
1647,Right Defensive Midfield,8578,Per Ciljan Skjelbred,Hertha Berlin,173,2864,26.96629213483146,25.0,55.33707865168539,11.235955056179774,75.84269662921348,9.550561797752808,31.741573033707866,63.48314606741573,19.382022471910112,62.92134831460674,72.47191011235955
1658,Right Defensive Midfield,8805,Christoph Kramer,Bayer Leverkusen,904,2598,1.1235955056179776,80.89887640449437,72.47191011235955,37.359550561797754,61.23595505617978,42.97752808988764,62.92134831460674,19.101123595505616,19.382022471910112,39.60674157303371,78.08988764044943
1668,Center Defensive Midfield,8816,Julian Weigl,Borussia Dortmund,180,2294,12.07865168539326,67.13483146067416,31.46067415730337,44.662921348314605,100.0,84.8314606741573,13.48314606741573,25.56179775280899,19.382022471910112,15.730337078651685,16.292134831460675
1676,Right Defensive Midfield,8827,Matthias Lehmann,FC Köln,186,2871,13.48314606741573,5.056179775280898,37.359550561797754,43.53932584269663,55.61797752808989,62.35955056179775,3.089887640449438,50.0,19.382022471910112,62.92134831460674,8.146067415730338
1681,Left Defensive Midfield,8891,Lewis Harry Holtby,Hamburger SV,171,3160,14.04494382022472,80.33707865168539,95.50561797752809,80.89887640449437,31.741573033707866,65.73033707865169,71.34831460674157,81.74157303370787,77.24719101123596,56.17977528089888,45.50561797752809
1690,Left Defensive Midfield,8959,Christian Gentner,VfB Stuttgart,174,2673,22.191011235955056,17.696629213483146,76.40449438202246,69.10112359550563,8.98876404494382,69.66292134831461,44.662921348314605,41.29213483146067,96.06741573033707,62.92134831460674,64.60674157303372
1692,Right Defensive Midfield,8969,Lars Bender,Bayer Leverkusen,904,1018,6.741573033707865,19.101123595505616,66.85393258426966,48.59550561797753,25.842696629213485,64.8876404494382,59.55056179775281,44.9438202247191,77.24719101123596,73.59550561797754,1.1235955056179776
1718,Right Defensive Midfield,9407,Gojko Kačar,Hamburger SV,171,1110,14.887640449438203,8.98876404494382,88.76404494382022,1.6853932584269662,34.26966292134831,26.96629213483146,88.76404494382022,72.75280898876404,77.24719101123596,15.730337078651685,59.55056179775281
1737,Right Defensive Midfield,10896,Marc Stendera,Eintracht Frankfurt,184,2218,30.0561797752809,73.03370786516854,98.31460674157303,75.0,5.056179775280898,74.15730337078652,90.4494382022472,73.59550561797754,77.24719101123596,49.43820224719101,76.96629213483146
1749,Right Defensive Midfield,11395,Lukas Rupp,VfB Stuttgart,174,2217,44.10112359550562,87.07865168539325,97.19101123595506,85.39325842696628,12.921348314606742,20.224719101123593,74.71910112359551,29.213483146067414,99.15730337078652,92.13483146067416,59.55056179775281
1750,Left Defensive Midfield,11396,Florian Grillitsch,Werder Bremen,176,2135,75.28089887640449,42.69662921348314,88.20224719101124,67.97752808988764,9.550561797752808,14.887640449438203,27.808988764044944,7.865168539325842,54.21348314606742,73.59550561797754,2.247191011235955
1762,Left Defensive Midfield,12321,Tobias Strobl,Hoffenheim,175,2047,47.19101123595505,9.550561797752808,71.91011235955057,35.674157303370784,60.1123595505618,56.46067415730337,58.42696629213483,57.865168539325836,19.382022471910112,49.43820224719101,8.146067415730338
1775,Center Defensive Midfield,13332,Romain Brégerie,Ingolstadt,189,1112,52.24719101123596,2.247191011235955,16.853932584269664,18.53932584269663,1.6853932584269662,49.157303370786515,5.056179775280898,0.5617977528089888,19.382022471910112,15.730337078651685,0.5617977528089888
1786,Left Defensive Midfield,18888,Szabolcs Huszti,Eintracht Frankfurt,184,1297,25.842696629213485,34.831460674157306,87.64044943820225,98.31460674157303,3.932584269662921,50.28089887640449,68.25842696629213,98.31460674157303,64.32584269662921,62.92134831460674,84.5505617977528
1791,Right Defensive Midfield,20037,Julian Baumgartlinger,FSV Mainz 05,177,2776,50.56179775280899,57.865168539325836,100.0,50.0,69.66292134831461,18.258426966292134,72.19101123595506,67.13483146067416,64.32584269662921,39.60674157303371,20.224719101123593
1792,Center Defensive Midfield,20133,Xabier Alonso Olano,Bayern Munich,169,2112,0.5617977528089888,7.865168539325842,11.235955056179774,91.57303370786516,97.75280898876404,99.43820224719101,41.01123595505618,36.51685393258427,19.382022471910112,73.59550561797754,72.47191011235955
1840,Left Defensive Midfield,30439,Tolga Ciğerci,Hertha Berlin,173,1193,45.78651685393258,76.40449438202246,61.79775280898876,52.52808988764045,54.49438202247191,12.359550561797752,35.95505617977528,14.04494382022472,19.382022471910112,90.73033707865169,41.29213483146067
1844,Center Defensive Midfield,34558,Sereso Geoffroy Gonzaroua Dié,VfB Stuttgart,174,2119,35.95505617977528,95.50561797752809,33.70786516853933,55.0561797752809,67.97752808988764,41.01123595505618,69.10112359550563,42.13483146067416,54.21348314606742,73.59550561797754,72.47191011235955
1854,Center Defensive Midfield,40459,Roger de Oliveira Bernardo,Ingolstadt,189,2592,32.02247191011236,79.21348314606742,19.382022471910112,6.460674157303371,2.247191011235955,28.370786516853936,15.44943820224719,30.337078651685395,45.78651685393258,15.730337078651685,30.337078651685395
1859,Right Defensive Midfield,40467,Peter Niemeyer,Darmstadt 98,872,2880,20.224719101123593,15.168539325842698,75.28089887640449,3.932584269662921,0.5617977528089888,19.101123595505616,14.325842696629213,84.8314606741573,64.32584269662921,15.730337078651685,1.6853932584269662
1880,Center Defensive Midfield,400619,Stefan Reinartz,Eintracht Frankfurt,184,1288,66.01123595505618,32.86516853932584,29.775280898876407,26.40449438202247,69.10112359550563,79.7752808988764,10.112359550561797,41.29213483146067,64.32584269662921,62.92134831460674,28.932584269662918
1894,Left Defensive Midfield,27341,Marcelo Alfonso Díaz Rojas,Celta Vigo,209,929,74.71910112359551,92.69662921348315,37.359550561797754,23.314606741573034,95.50561797752809,92.13483146067416,4.213483146067416,12.640449438202248,19.382022471910112,78.65168539325843,6.460674157303371
