player_id,player,ultimo_equipo,ultimo_team_id,posiciones,partidos_jugados
9720,Philipp Ochs,Hoffenheim,175,"['Left Center Midfield', 'Right Attacking Midfield', 'Left Wing Back', 'Left Back', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield']",13
9721,Valentin Stocker,Hertha Berlin,173,"['Left Midfield', 'Right Midfield', 'Right Center Forward', 'Right Wing', 'Left Wing', 'Center Attacking Midfield', 'Left Defensive Midfield']",20
9722,Peter Pekarík,Hertha Berlin,173,"['Right Back', 'Right Wing Back']",12
9723,Sandro Wagner,Darmstadt 98,872,"['Center Forward', 'Left Center Forward', 'Right Center Forward']",32
9728,Florian Klein,VfB Stuttgart,174,"['Right Back', 'Right Center Back', 'Right Center Midfield', 'Right Midfield', 'Right Wing', 'Right Wing Back']",22
10281,André Schürrle,Wolfsburg,179,"['Left Wing', 'Left Midfield', 'Right Midfield', 'Center Forward', 'Left Center Forward', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Left Center Midfield', 'Right Wing']",29
10287,İlkay Gündoğan,Borussia Dortmund,180,"['Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Wing', 'Left Wing', 'Center Attacking Midfield', 'Left Defensive Midfield']",25
10332,Odisseas Vlachodimos,VfB Stuttgart,174,['Goalkeeper'],3
10435,Łukasz Załuska,Darmstadt 98,872,['Goalkeeper'],1
10483,Ørjan Håskjold Nyland,Ingolstadt,189,['Goalkeeper'],6
10594,Bas Dost,Wolfsburg,179,"['Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Attacking Midfield']",22
10790,Adelino André Vieira Freitas,Wolfsburg,179,"['Right Back', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Right Center Midfield', 'Left Back']",26
10822,Sonny Kittel,Eintracht Frankfurt,184,"['Left Center Midfield', 'Left Wing', 'Left Defensive Midfield', 'Center Forward', 'Center Attacking Midfield', 'Right Midfield', 'Right Wing']",8
10896,Marc Stendera,Eintracht Frankfurt,184,"['Left Midfield', 'Left Center Midfield', 'Right Center Forward', 'Right Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Wing']",26
10902,Philipp Hosiner,FC Köln,186,"['Right Center Midfield', 'Left Midfield', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Left Wing', 'Right Defensive Midfield']",15
10918,Dušan Švento,FC Köln,186,"['Left Center Midfield', 'Left Center Forward', 'Left Midfield', 'Left Wing', 'Left Wing Back']",7
11131,Julian Schieber,Hertha Berlin,173,"['Left Defensive Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Left Midfield', 'Right Wing', 'Left Wing']",6
11132,Claudio Miguel Pizarro Bossio,Werder Bremen,176,"['Center Attacking Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Left Midfield', 'Right Center Midfield']",28
11134,Konstantin Rausch,Darmstadt 98,872,"['Left Midfield', 'Right Midfield', 'Left Wing', 'Left Back']",31
11278,Karim Onisiwo,FSV Mainz 05,177,"['Left Wing', 'Center Forward', 'Center Attacking Midfield', 'Right Wing', 'Right Center Forward']",9
11281,Alessandro Schöpf,Schalke 04,181,"['Right Wing', 'Left Wing', 'Right Defensive Midfield', 'Right Wing Back', 'Right Attacking Midfield', 'Left Attacking Midfield', 'Left Midfield', 'Center Forward', 'Center Attacking Midfield', 'Right Midfield']",13
11283,Fabian Johnson,Borussia Mönchengladbach,185,"['Left Midfield', 'Right Back', 'Left Center Midfield', 'Left Wing', 'Right Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Wing Back', 'Left Wing Back', 'Right Wing']",26
11285,Ibrahima Traoré,Borussia Mönchengladbach,185,"['Right Midfield', 'Left Midfield', 'Right Wing', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Forward', 'Left Wing Back', 'Left Center Forward', 'Left Wing', 'Right Wing Back']",24
11286,Dominik Maroh,FC Köln,186,"['Center Back', 'Right Center Back']",25
11370,Matthias Zimmermann,VfB Stuttgart,174,['Right Back'],2
11394,Stefan Kießling,Bayer Leverkusen,904,"['Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Attacking Midfield', 'Right Wing', 'Left Wing']",30
11395,Lukas Rupp,VfB Stuttgart,174,"['Right Defensive Midfield', 'Right Back', 'Right Center Midfield', 'Left Back', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Wing', 'Center Defensive Midfield']",29
11396,Florian Grillitsch,Werder Bremen,176,"['Right Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Wing', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield']",25
11397,Suat Serdar,FSV Mainz 05,177,"['Center Attacking Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Right Wing', 'Left Defensive Midfield']",12
11398,Tobias Sippel,Borussia Mönchengladbach,185,['Goalkeeper'],2
11458,Marcel Schmelzer,Borussia Dortmund,180,"['Left Back', 'Left Center Back', 'Left Wing Back', 'Left Midfield']",26
11845,Artur Sobiech,Hannover 96,178,"['Left Center Forward', 'Center Forward', 'Right Center Forward', 'Left Attacking Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Center Back', 'Center Defensive Midfield', 'Left Center Midfield']",25
12293,Kaan Ayhan,Eintracht Frankfurt,184,['Left Center Back'],2
12294,Andre Hoffmann,Hannover 96,178,"['Center Defensive Midfield', 'Left Center Back', 'Left Defensive Midfield', 'Right Defensive Midfield']",8
12302,Dong-Won Ji,Augsburg,172,"['Center Attacking Midfield', 'Left Center Forward', 'Left Wing', 'Right Wing', 'Center Forward', 'Right Center Forward', 'Left Midfield', 'Right Defensive Midfield']",21
12304,Alfredo Morales,Ingolstadt,189,"['Left Center Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Wing', 'Left Wing', 'Right Center Midfield']",24
12316,Oliver Sorg,Hannover 96,178,"['Right Back', 'Left Back', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Wing', 'Right Center Back']",20
12319,Ramazan Özcan,Ingolstadt,189,['Goalkeeper'],28
12320,Tony Jantschke,Borussia Mönchengladbach,185,"['Right Back', 'Left Center Back', 'Left Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield']",12
12321,Tobias Strobl,Hoffenheim,175,"['Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Back', 'Right Center Back', 'Center Defensive Midfield', 'Left Center Back', 'Left Back', 'Left Center Midfield']",26
12327,John Anthony Brooks,Hertha Berlin,173,"['Center Forward', 'Right Center Forward', 'Left Center Back']",22
12383,Florian Jungwirth,Darmstadt 98,872,"['Right Back', 'Right Defensive Midfield', 'Center Midfield', 'Left Defensive Midfield', 'Right Center Back']",19
12407,Maximilian Mittelstädt,Hertha Berlin,173,"['Left Midfield', 'Right Midfield', 'Left Back']",3
12424,Roman Weidenfeller,Borussia Dortmund,180,['Goalkeeper'],1
12551,Max Christiansen,Ingolstadt,189,"['Left Center Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Wing']",18
12583,Carlos Armando Gruezo Arboleda,VfB Stuttgart,174,"['Left Defensive Midfield', 'Right Center Midfield']",2
12599,Carlos Antonio Ascues Ávila,Wolfsburg,179,['Right Center Back'],1
12624,Anthony Ujah,Werder Bremen,176,"['Right Center Forward', 'Center Forward', 'Left Center Forward', 'Right Wing', 'Left Wing']",32
12626,Emiliano Adrián Insúa Zapata,VfB Stuttgart,174,"['Left Back', 'Left Center Back', 'Left Wing Back']",33
13125,Iver Tobias Rørvik Fossum,Hannover 96,178,"['Left Center Forward', 'Right Center Forward', 'Left Defensive Midfield', 'Left Wing', 'Left Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Right Wing']",9
13126,Miiko Martín Albornoz Inola,Hannover 96,178,['Left Back'],23
13206,Erik Durm,Borussia Dortmund,180,"['Left Wing', 'Left Back', 'Right Wing', 'Right Wing Back', 'Right Back', 'Left Wing Back']",14
13291,Joelinton Cassio Apolinário de Lira,Hoffenheim,175,['Center Attacking Midfield'],1
13319,Niko Bungert,FSV Mainz 05,177,"['Right Center Back', 'Center Back', 'Right Defensive Midfield', 'Left Center Back']",20
13332,Romain Brégerie,Ingolstadt,189,"['Center Forward', 'Right Center Back', 'Left Center Back', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Wing', 'Left Center Midfield']",21
13369,Russell Canouse,Hoffenheim,175,['Center Defensive Midfield'],1
13370,Zoltán Stieber,Hamburger SV,171,['Right Wing'],1
13675,Mario Vrančić,Darmstadt 98,872,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Center Midfield', 'Left Defensive Midfield']",22
15146,Mike-Steven Bähre,Hannover 96,178,['Right Wing'],1
15370,Leon Guwara,Werder Bremen,176,['Left Back'],1
15543,Roy Beerens,Hertha Berlin,173,['Right Midfield'],2
15581,Bernd Leno,Bayer Leverkusen,904,['Goalkeeper'],33
15651,Juan Bernat Velasco,Bayern Munich,169,"['Left Center Back', 'Left Back', 'Left Midfield', 'Left Wing Back']",16
15847,Alexander Hack,FSV Mainz 05,177,"['Left Center Back', 'Center Back']",7
