player_id,player,ultimo_equipo,ultimo_team_id,posiciones,partidos_jugados
22822,Alejandro Miguel Rodriguez,Sampdoria,234,"['Right Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Left Center Forward']",6
22828,Ricardo Kishna,Lazio,236,"['Left Wing', 'Right Wing', 'Left Midfield']",11
23241,William Vainqueur,AS Roma,229,"['Center Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Wing', 'Right Defensive Midfield']",16
23324,Nicolas Sebastian Frey,Chievo,231,"['Right Back', 'Right Center Back', 'Left Back', 'Left Center Back', 'Right Center Midfield']",19
23329,Abdelhamid El Kaoutari,Palermo,2256,['Left Center Back'],7
23349,Paolo Sammarco,Frosinone,291,"['Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Back', 'Center Attacking Midfield']",28
23470,Luca Paganini,Frosinone,291,"['Right Midfield', 'Right Wing Back', 'Left Midfield', 'Right Center Midfield', 'Right Back', 'Left Wing', 'Right Wing', 'Right Center Forward']",27
23488,Mario Suárez Mata,Fiorentina,239,"['Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Back', 'Right Center Midfield']",9
23846,Uroš Đurđević,Palermo,2256,"['Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Midfield']",14
23987,Rey Manaj,Inter Milan,238,"['Right Wing', 'Center Attacking Midfield', 'Center Forward']",4
24061,Aljaž Struna,Palermo,2256,"['Right Center Back', 'Right Back', 'Right Wing Back']",22
24235,Federico Dionisi,Frosinone,291,"['Left Center Forward', 'Right Center Forward', 'Center Attacking Midfield', 'Left Midfield', 'Right Attacking Midfield', 'Left Wing', 'Center Forward', 'Right Wing']",32
24683,Diego Ángel Capel Trinidad,Genoa,233,"['Right Center Forward', 'Right Wing', 'Left Wing', 'Center Forward', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Right Attacking Midfield', 'Left Midfield']",21
24722,Emmanuel Agyemang-Badu,Udinese,230,"['Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield']",33
25116,Edenílson Andrade dos Santos,Udinese,230,"['Right Wing Back', 'Left Wing Back', 'Right Back', 'Right Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Back', 'Right Defensive Midfield', 'Right Wing', 'Left Wing']",29
25303,Gilberto Moraes Junior,Hellas Verona,226,"['Right Wing Back', 'Center Attacking Midfield', 'Right Midfield', 'Right Back', 'Left Back', 'Left Midfield']",10
25345,Anderson Hernanes de Carvalho Andrade,Juventus,224,"['Center Attacking Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield']",16
25430,Felipe Melo de Carvalho,Inter Milan,238,"['Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Right Center Midfield']",26
25505,José Rodolfo Pires Ribeiro,Sampdoria,234,"['Left Midfield', 'Left Back', 'Left Wing Back']",17
25931,Gonzalo Javier Rodríguez,Fiorentina,239,"['Center Back', 'Right Center Back', 'Right Back']",35
25954,Enzo Maresca,Palermo,2256,"['Center Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield']",15
26192,Matías Ariel Fernández Fernández,Fiorentina,239,"['Left Attacking Midfield', 'Left Wing', 'Right Wing Back', 'Right Midfield', 'Right Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield']",22
26197,Christian Abbiati,AC Milan,243,['Goalkeeper'],1
26211,Joan Verdú Fernández,Fiorentina,239,"['Right Center Midfield', 'Right Attacking Midfield', 'Left Wing', 'Left Defensive Midfield', 'Center Attacking Midfield']",5
26220,Matuzalém Francelino da Silva,Hellas Verona,226,"['Left Center Midfield', 'Center Forward', 'Right Wing', 'Center Defensive Midfield']",7
26442,Boško Janković,Hellas Verona,226,"['Right Wing', 'Left Wing', 'Right Wing Back', 'Left Center Forward', 'Left Midfield', 'Right Midfield']",15
26683,Abdoulay Konko,Lazio,236,"['Right Back', 'Left Back']",18
26707,Juan Pablo Carrizo,Inter Milan,238,['Goalkeeper'],2
26728,Alberto Facundo Costa,Fiorentina,239,"['Right Defensive Midfield', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield']",19
26827,Ravel Morrison,Lazio,236,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Left Center Midfield']",4
27044,Marco Antônio De Mattos Filho,Udinese,230,"['Center Defensive Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Center Back', 'Left Wing Back']",11
27110,Antonio Floro Flores,Chievo,231,"['Left Wing', 'Center Forward', 'Left Midfield', 'Right Center Forward', 'Left Center Forward']",28
27328,Alexander Farnerud,Torino,241,"['Left Center Midfield', 'Right Center Midfield']",5
27595,Carlos Mario Carbonero Mancilla,Sampdoria,234,"['Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Wing', 'Right Wing Back', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Right Back']",14
27853,Mauro Matías Zárate,Fiorentina,239,"['Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Attacking Midfield', 'Left Attacking Midfield']",15
27949,Juan Manuel Iturbe Arévalo,AS Roma,229,"['Right Wing', 'Center Forward', 'Left Wing', 'Left Center Forward']",12
28066,Marcelo Alejandro Estigarribia Balmori,Atalanta,228,"['Left Wing', 'Left Midfield', 'Right Back', 'Left Wing Back']",4
28289,Gastón Alexis Silva Perdomo,Torino,241,"['Left Wing Back', 'Right Center Back', 'Left Center Back']",12
28442,Matteo Fedele,Carpi,1683,"['Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield']",8
28974,Fabio Daprelà,Carpi,1683,"['Left Wing Back', 'Left Back', 'Left Center Back']",7
29161,Josip Posavec,Palermo,2256,['Goalkeeper'],1
29312,Pablo Estífer Armero,Udinese,230,"['Left Wing Back', 'Left Back']",5
30512,Aleksandar Trajkovski,Palermo,2256,"['Right Wing', 'Center Forward', 'Right Center Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Left Wing', 'Left Attacking Midfield', 'Left Midfield', 'Center Defensive Midfield', 'Right Midfield', 'Left Center Midfield']",32
30704,Gastón Brugman,Palermo,2256,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Attacking Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield']",14
30735,Mato Jajalo,Palermo,2256,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Attacking Midfield', 'Right Center Forward']",28
30745,Daniele Gastaldello,Bologna,240,"['Left Center Back', 'Right Center Back']",26
30750,Stefano Sabelli,Carpi,1683,"['Left Wing Back', 'Right Wing Back', 'Right Back', 'Right Midfield']",7
30767,Gabriel Vasconelos Ferreira,Napoli,227,['Goalkeeper'],1
30769,Andrea Rispoli,Palermo,2256,"['Right Wing Back', 'Right Back', 'Left Back']",22
30770,Filippo Falco,Bologna,240,"['Right Wing', 'Center Attacking Midfield', 'Right Midfield', 'Right Back']",9
30772,Panagiotis Tachtsidis,Genoa,233,"['Right Defensive Midfield', 'Right Center Forward', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Attacking Midfield', 'Left Wing', 'Center Attacking Midfield']",24
30829,Lorenzo Lollo,Carpi,1683,"['Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Midfield']",27
30830,Luca Lezzerini,Fiorentina,239,['Goalkeeper'],2
30911,Robert Gucher,Frosinone,291,"['Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield']",24
30927,Massimiliano Carlini,Frosinone,291,"['Left Midfield', 'Left Center Forward', 'Right Midfield', 'Right Wing', 'Left Wing', 'Right Center Midfield', 'Left Wing Back', 'Right Wing Back', 'Left Center Midfield', 'Center Attacking Midfield']",14
30928,Roberto Vitiello,Palermo,2256,"['Right Center Back', 'Right Wing Back', 'Right Back', 'Center Back']",10
30941,Karim Laribi,Sassuolo,232,"['Right Wing', 'Left Center Midfield', 'Right Center Midfield', 'Left Midfield', 'Left Wing', 'Right Midfield']",11
31172,Luca Bittante,Empoli,290,"['Right Back', 'Right Center Midfield', 'Left Center Midfield', 'Left Back', 'Left Wing Back']",16
31231,Davide Brivio,Atalanta,228,"['Left Back', 'Left Center Back', 'Left Wing']",14
